254.897,-397.392,-112.511,178.723,0.130,156.815
238.118,-360.135,-112.254,174.415,0.382,-172.522
195.821,-397.371,-149.908,166.252,-5.970,97.617
358.351,-397.373,-149.945,-164.598,-4.089,64.882
321.752,-397.330,-111.237,-179.444,-10.732,27.023
166.575,-397.370,-131.440,156.615,6.683,153.136
387.702,-397.380,-131.445,-170.133,-16.053,156.351
236.864,-397.252,-70.519,172.517,-6.618,156.888
218.576,-418.219,19.219,-174.329,-5.965,155.940
419.861,-436.546,-77.768,-171.239,-23.745,154.395
